transaction_id,user_id,date,amount,category
T02520,U0239,2023-07-07,25.89,Transport
T02521,U0416,2023-08-02,29.84,Food
T02522,U0300,2023-10-10,178.64,Shopping
T02523,U0089,2023-07-30,94.95,Shopping
T02524,U0102,2023-12-31,61.27,Bills
T02525,U0475,2023-03-17,17.16,Topup
T02526,U0249,2023-05-28,9.03,Topup
T02527,U0452,2023-11-17,127.19,Transport
T02528,U0007,2023-08-01,27.5,Food
T02529,U0152,2023-04-19,16.34,Food
T02530,U0346,2023-05-09,31.83,Bills
T02531,U0173,2023-01-10,124.96,Bills
T02532,U0342,2023-02-16,24.48,Topup
T02533,U0157,2023-11-11,41.35,Food
T02534,U0492,2023-04-06,81.22,Food
T02535,U0430,2023-04-13,27.86,Food
T02536,U0214,2023-12-08,13.3,Transport
T02537,U0176,2023-05-26,260.38,Transport
T02538,U0174,2023-01-27,156.83,Bills
T02539,U0339,2023-08-08,92.73,Topup
T02540,U0337,2023-01-18,58.3,Shopping
T02541,U0145,2023-06-16,17.47,Topup
T02542,U0449,2023-03-23,122.33,Transport
T02543,U0323,2023-03-13,16.12,Transport
T02544,U0477,2023-11-06,80.67,Bills
T02545,U0160,2023-09-11,125.21,Shopping
T02546,U0126,2023-06-11,46.19,Food
T02547,U0419,2023-11-23,81.24,Shopping
T02548,U0081,2023-02-07,78.44,Shopping
T02549,U0484,2023-07-20,10.73,Shopping
T02550,U0146,2023-07-19,55.12,Bills
T02551,U0238,2023-09-12,4.91,Transport
T02552,U0411,2023-06-28,35.45,Food
T02553,U0423,2023-02-04,8.85,Shopping
T02554,U0083,2023-03-23,26.92,Food
T02555,U0112,2023-08-08,89.48,Shopping
T02556,U0224,2023-06-07,217.79,Transport
T02557,U0331,2023-01-04,19.13,Food
T02558,U0377,2023-06-16,37.96,Topup
T02559,U0242,2023-07-23,35.8,Transport
T02560,U0142,2023-07-13,154.39,Food
T02561,U0040,2023-08-23,32.56,Shopping
T02562,U0422,2023-07-25,60.05,Shopping
T02563,U0257,2023-05-30,127.42,Transport
T02564,U0446,2023-06-08,23.37,Transport
T02565,U0284,2023-10-06,116.2,Shopping
T02566,U0104,2023-10-31,124.72,Food
T02567,U0201,2023-06-15,133.44,Topup
T02568,U0449,2023-11-07,15.77,Bills
T02569,U0306,2023-03-09,25.57,Transport
T02570,U0330,2023-03-29,102.16,Shopping
T02571,U0460,2023-08-05,22.25,Food
T02572,U0265,2023-01-01,45.85,Transport
T02573,U0397,2023-05-15,6.28,Food
T02574,U0209,2023-07-04,2.9,Transport
T02575,U0050,2023-12-17,26.55,Shopping
T02576,U0117,2023-05-20,43.25,Food
T02577,U0200,2023-04-16,24.94,Shopping
T02578,U0376,2023-05-13,43.11,Food
T02579,U0038,2023-04-18,36.19,Transport
T02580,U0027,2023-06-27,57.87,Bills
T02581,U0258,2023-10-25,52.42,Bills
T02582,U0083,2023-12-24,27.6,Topup
T02583,U0453,2023-12-25,27.67,Topup
T02584,U0154,2023-05-26,7.59,Shopping
T02585,U0116,2023-03-15,36.0,Food
T02586,U0001,2023-04-18,44.24,Topup
T02587,U0092,2023-05-02,32.36,Transport
T02588,U0165,2023-01-17,19.7,Bills
T02589,U0386,2023-07-15,63.94,Food
T02590,U0399,2023-11-23,3.88,Bills
T02591,U0349,2023-11-14,122.93,Food
T02592,U0295,2023-10-24,1.04,Topup
T02593,U0257,2023-09-09,163.97,Topup
T02594,U0080,2023-04-29,31.03,Shopping
T02595,U0424,2023-06-11,26.61,Food
T02596,U0267,2023-07-17,14.82,Transport
T02597,U0418,2023-02-14,0.51,Topup
T02598,U0234,2023-11-10,16.06,Shopping
T02599,U0320,2023-06-28,5.79,Topup
T02600,U0310,2023-02-13,53.91,Bills
T02601,U0300,2023-09-28,19.22,Topup
T02602,U0462,2023-03-19,72.87,Food
T02603,U0473,2023-11-22,11.59,Shopping
T02604,U0356,2023-06-27,115.25,Food
T02605,U0212,2023-12-23,37.01,Transport
T02606,U0061,2023-01-03,6.08,Transport
T02607,U0048,2023-08-02,25.61,Topup
T02608,U0126,2023-12-08,11.58,Shopping
T02609,U0222,2023-03-15,11.14,Shopping
T02610,U0408,2023-02-20,35.3,Shopping
T02611,U0278,2023-03-08,55.72,Shopping
T02612,U0407,2023-11-28,121.3,Topup
T02613,U0293,2023-04-03,34.87,Food
T02614,U0283,2023-06-25,168.83,Topup
T02615,U0276,2023-05-25,142.05,Food
T02616,U0437,2023-01-07,100.15,Bills
T02617,U0106,2023-09-26,34.66,Bills
T02618,U0145,2023-11-18,7.59,Food
T02619,U0419,2023-01-04,12.29,Topup
T02620,U0098,2023-05-18,52.16,Transport
T02621,U0428,2023-08-19,27.39,Topup
T02622,U0374,2023-03-29,7.94,Transport
T02623,U0072,2023-01-17,32.6,Topup
T02624,U0436,2023-02-21,0.88,Shopping
T02625,U0485,2023-05-14,66.19,Shopping
T02626,U0121,2023-07-30,3.82,Bills
T02627,U0029,2023-11-21,49.59,Bills
T02628,U0187,2023-08-07,78.75,Food
T02629,U0363,2023-07-24,7.12,Transport
T02630,U0353,2023-07-30,36.56,Shopping
T02631,U0287,2023-10-04,75.49,Topup
T02632,U0450,2023-01-24,15.1,Food
T02633,U0194,2023-01-04,8.89,Topup
T02634,U0155,2023-06-01,20.54,Shopping
T02635,U0171,2023-09-16,40.45,Shopping
T02636,U0334,2023-11-20,42.82,Shopping
T02637,U0040,2023-12-23,7.01,Shopping
T02638,U0062,2023-06-17,30.58,Topup
T02639,U0022,2023-06-25,15.62,Food
T02640,U0359,2023-11-06,92.27,Shopping
T02641,U0074,2023-10-18,18.81,Bills
T02642,U0047,2023-02-25,91.23,Food
T02643,U0159,2023-04-18,27.98,Bills
T02644,U0312,2023-10-23,64.84,Topup
T02645,U0117,2023-11-20,35.67,Shopping
T02646,U0099,2023-10-29,48.64,Food
T02647,U0379,2023-11-30,25.16,Shopping
T02648,U0416,2023-05-21,73.1,Shopping
T02649,U0407,2023-06-04,27.69,Food
T02650,U0166,2023-09-19,30.57,Shopping
T02651,U0289,2023-09-30,36.46,Shopping
T02652,U0439,2023-08-20,89.14,Transport
T02653,U0155,2023-08-29,53.85,Transport
T02654,U0420,2023-12-21,21.47,Food
T02655,U0006,2023-12-03,55.48,Food
T02656,U0195,2023-09-15,51.42,Shopping
T02657,U0420,2023-09-06,133.7,Bills
T02658,U0055,2023-03-18,92.07,Food
T02659,U0320,2023-06-29,52.13,Shopping
T02660,U0192,2023-03-07,20.89,Bills
T02661,U0046,2023-11-04,75.61,Transport
T02662,U0147,2023-12-14,42.81,Food
T02663,U0274,2023-06-20,210.89,Shopping
T02664,U0156,2023-01-22,14.22,Transport
T02665,U0201,2023-04-17,4.15,Topup
T02666,U0443,2023-11-19,3.62,Transport
T02667,U0401,2023-08-15,51.09,Shopping
T02668,U0475,2023-08-04,140.06,Bills
T02669,U0418,2023-03-10,0.1,Topup
T02670,U0426,2023-03-25,64.69,Topup
T02671,U0494,2023-04-13,53.51,Topup
T02672,U0478,2023-02-08,65.9,Food
T02673,U0474,2023-01-13,21.96,Shopping
T02674,U0125,2023-10-24,85.88,Topup
T02675,U0394,2023-11-09,2.29,Transport
T02676,U0304,2023-06-30,70.41,Bills
T02677,U0368,2023-09-25,15.54,Shopping
T02678,U0293,2023-01-13,32.39,Transport
T02679,U0063,2023-04-30,86.48,Food
T02680,U0324,2023-12-19,15.83,Topup
T02681,U0391,2023-02-26,10.24,Transport
T02682,U0417,2023-02-09,57.18,Shopping
T02683,U0175,2023-12-02,38.11,Transport
T02684,U0115,2023-05-08,36.12,Food
T02685,U0439,2023-06-22,14.84,Bills
T02686,U0203,2023-02-04,1.78,Topup
T02687,U0485,2023-09-16,26.4,Shopping
T02688,U0320,2023-01-05,5.63,Topup
T02689,U0030,2023-08-06,118.22,Topup
T02690,U0387,2023-01-11,2.11,Topup
T02691,U0112,2023-11-23,28.25,Transport
T02692,U0364,2023-04-27,2.68,Transport
T02693,U0433,2023-07-03,5.02,Bills
T02694,U0324,2023-12-28,53.77,Food
T02695,U0413,2023-04-26,52.08,Shopping
T02696,U0375,2023-06-11,1.68,Transport
T02697,U0343,2023-03-08,0.06,Topup
T02698,U0442,2023-07-19,4.1,Food
T02699,U0066,2023-01-31,71.98,Shopping
T02700,U0074,2023-03-16,43.92,Shopping
T02701,U0044,2023-08-25,1.94,Shopping
T02702,U0259,2023-11-23,33.48,Shopping
T02703,U0153,2023-03-07,62.24,Bills
T02704,U0154,2023-03-11,101.61,Shopping
T02705,U0429,2023-10-24,135.93,Food
T02706,U0362,2023-01-20,19.83,Transport
T02707,U0447,2023-08-14,7.3,Food
T02708,U0474,2023-07-18,13.52,Topup
T02709,U0233,2023-02-08,74.84,Bills
T02710,U0050,2023-05-25,177.86,Bills
T02711,U0305,2023-02-14,31.4,Topup
T02712,U0261,2023-11-22,18.22,Food
T02713,U0314,2023-04-01,28.03,Food
T02714,U0124,2023-08-26,18.18,Topup
T02715,U0398,2023-03-11,14.82,Shopping
T02716,U0244,2023-06-15,45.04,Shopping
T02717,U0029,2023-05-10,0.79,Transport
T02718,U0425,2023-08-02,15.03,Food
T02719,U0484,2023-12-06,54.14,Food
T02720,U0121,2023-03-30,1.63,Topup
T02721,U0124,2023-12-01,4.34,Topup
T02722,U0036,2023-09-09,17.36,Shopping
T02723,U0169,2023-12-15,105.11,Food
T02724,U0123,2023-03-13,72.38,Food
T02725,U0356,2023-06-14,1.12,Bills
T02726,U0034,2023-02-18,34.83,Transport
T02727,U0086,2023-02-21,16.06,Transport
T02728,U0133,2023-10-16,52.3,Shopping
T02729,U0195,2023-10-05,63.93,Food
T02730,U0273,2023-04-24,99.34,Bills
T02731,U0200,2023-08-27,32.26,Food
T02732,U0368,2023-05-13,259.7,Topup
T02733,U0284,2023-10-01,195.57,Shopping
T02734,U0076,2023-06-15,106.92,Transport
T02735,U0058,2023-10-20,42.77,Food
T02736,U0430,2023-08-31,25.38,Shopping
T02737,U0125,2023-11-16,22.66,Transport
T02738,U0499,2023-05-18,0.61,Food
T02739,U0400,2023-03-20,14.33,Bills
T02740,U0108,2023-06-19,63.44,Shopping
T02741,U0223,2023-05-03,46.27,Food
T02742,U0495,2023-06-25,124.1,Transport
T02743,U0277,2023-10-27,2.57,Transport
T02744,U0067,2023-03-23,8.44,Bills
T02745,U0068,2023-03-28,77.85,Shopping
T02746,U0164,2023-08-13,22.2,Shopping
T02747,U0488,2023-01-16,6.3,Food
T02748,U0304,2023-11-06,282.05,Transport
T02749,U0396,2023-12-24,77.38,Transport
T02750,U0161,2023-06-12,26.28,Bills
T02751,U0364,2023-04-08,86.68,Bills
T02752,U0341,2023-06-05,57.07,Shopping
T02753,U0308,2023-01-02,78.03,Transport
T02754,U0378,2023-12-16,84.43,Food
T02755,U0342,2023-06-18,4.43,Topup
T02756,U0434,2023-11-11,48.77,Food
T02757,U0386,2023-11-21,0.34,Bills
T02758,U0041,2023-04-02,2.22,Food
T02759,U0353,2023-06-30,117.16,Transport
T02760,U0415,2023-08-19,37.49,Shopping
T02761,U0108,2023-10-28,66.57,Topup
T02762,U0050,2023-05-28,91.16,Shopping
T02763,U0249,2023-10-07,149.38,Topup
T02764,U0496,2023-07-08,101.76,Topup
T02765,U0340,2023-12-13,33.02,Transport
T02766,U0429,2023-12-16,20.47,Transport
T02767,U0382,2023-11-10,8.39,Bills
T02768,U0491,2023-05-08,25.57,Bills
T02769,U0020,2023-01-07,22.82,Topup
T02770,U0299,2023-02-16,41.0,Bills
T02771,U0138,2023-02-22,54.76,Transport
T02772,U0358,2023-07-06,191.58,Bills
T02773,U0323,2023-02-07,65.17,Topup
T02774,U0498,2023-08-14,51.61,Shopping
T02775,U0384,2023-02-22,20.41,Food
T02776,U0091,2023-08-12,1.76,Bills
T02777,U0446,2023-06-03,16.99,Transport
T02778,U0279,2023-02-17,73.15,Shopping
T02779,U0124,2023-12-17,11.49,Transport
T02780,U0482,2023-05-27,62.27,Bills
T02781,U0396,2023-03-05,43.35,Topup
T02782,U0110,2023-12-15,9.43,Food
T02783,U0353,2023-07-01,15.17,Food
T02784,U0138,2023-05-05,34.29,Shopping
T02785,U0483,2023-06-28,27.1,Food
T02786,U0434,2023-02-08,75.38,Topup
T02787,U0272,2023-09-17,66.29,Transport
T02788,U0098,2023-01-03,42.73,Topup
T02789,U0251,2023-03-05,86.38,Shopping
T02790,U0337,2023-01-29,41.35,Shopping
T02791,U0103,2023-01-11,166.76,Food
T02792,U0213,2023-04-07,12.25,Topup
T02793,U0248,2023-12-24,62.61,Transport
T02794,U0151,2023-07-22,23.1,Topup
T02795,U0249,2023-01-21,16.35,Transport
T02796,U0274,2023-02-08,9.95,Transport
T02797,U0164,2023-08-11,40.2,Topup
T02798,U0486,2023-04-12,12.13,Bills
T02799,U0340,2023-02-15,11.18,Topup
T02800,U0007,2023-03-07,232.99,Transport
T02801,U0283,2023-04-01,80.91,Shopping
T02802,U0004,2023-06-13,68.97,Shopping
T02803,U0144,2023-04-21,79.01,Food
T02804,U0100,2023-12-04,173.56,Shopping
T02805,U0163,2023-05-03,42.58,Bills
T02806,U0373,2023-07-12,12.44,Transport
T02807,U0146,2023-04-09,99.1,Topup
T02808,U0063,2023-10-18,67.88,Topup
T02809,U0090,2023-06-08,26.75,Bills
T02810,U0116,2023-04-13,32.08,Shopping
T02811,U0353,2023-10-08,26.49,Transport
T02812,U0266,2023-02-12,132.92,Shopping
T02813,U0309,2023-03-25,21.04,Food
T02814,U0172,2023-07-10,165.5,Shopping
T02815,U0046,2023-02-20,120.55,Food
T02816,U0139,2023-07-29,49.78,Topup
T02817,U0245,2023-05-06,43.35,Transport
T02818,U0148,2023-03-10,23.11,Food
T02819,U0245,2023-09-22,0.93,Shopping
T02820,U0394,2023-09-15,6.83,Shopping
T02821,U0486,2023-07-07,70.17,Topup
T02822,U0475,2023-08-18,31.89,Bills
T02823,U0004,2023-07-08,8.12,Bills
T02824,U0464,2023-01-10,15.32,Shopping
T02825,U0183,2023-04-24,147.67,Bills
T02826,U0019,2023-03-17,22.87,Transport
T02827,U0424,2023-06-13,119.13,Bills
T02828,U0045,2023-03-26,18.17,Transport
T02829,U0011,2023-02-18,39.18,Shopping
T02830,U0069,2023-11-22,1.03,Shopping
T02831,U0016,2023-06-26,36.89,Shopping
T02832,U0370,2023-08-06,50.66,Topup
T02833,U0146,2023-07-08,13.35,Bills
T02834,U0153,2023-12-12,43.25,Food
T02835,U0303,2023-08-18,52.09,Food
T02836,U0107,2023-09-12,58.06,Shopping
T02837,U0235,2023-08-24,74.9,Bills
T02838,U0307,2023-01-26,18.65,Transport
T02839,U0351,2023-03-13,41.94,Food
T02840,U0069,2023-09-18,199.71,Shopping
T02841,U0182,2023-09-11,114.21,Food
T02842,U0249,2023-09-28,152.53,Food
T02843,U0227,2023-05-03,24.4,Food
T02844,U0101,2023-05-24,77.31,Shopping
T02845,U0074,2023-09-14,48.37,Shopping
T02846,U0416,2023-05-24,4.32,Topup
T02847,U0445,2023-09-16,86.86,Topup
T02848,U0215,2023-02-16,56.52,Topup
T02849,U0406,2023-12-17,11.09,Food
T02850,U0398,2023-01-13,4.15,Bills
T02851,U0410,2023-07-27,90.71,Shopping
T02852,U0202,2023-11-07,4.11,Topup
T02853,U0191,2023-08-23,4.79,Bills
T02854,U0248,2023-05-29,27.88,Topup
T02855,U0498,2023-11-18,7.24,Topup
T02856,U0241,2023-06-04,122.48,Bills
T02857,U0464,2023-06-15,31.77,Topup
T02858,U0178,2023-03-31,42.1,Food
T02859,U0436,2023-07-05,131.63,Food
T02860,U0461,2023-11-14,37.78,Food
T02861,U0218,2023-12-24,21.82,Transport
T02862,U0081,2023-06-23,79.77,Topup
T02863,U0091,2023-08-05,29.25,Transport
T02864,U0434,2023-09-21,19.17,Shopping
T02865,U0174,2023-04-07,64.23,Bills
T02866,U0238,2023-04-27,80.87,Shopping
T02867,U0259,2023-07-18,78.44,Transport
T02868,U0390,2023-11-16,190.1,Food
T02869,U0364,2023-01-21,77.25,Topup
T02870,U0162,2023-07-19,73.47,Topup
T02871,U0047,2023-12-07,97.42,Food
T02872,U0328,2023-09-05,0.01,Topup
T02873,U0327,2023-10-03,22.5,Bills
T02874,U0115,2023-09-21,66.89,Bills
T02875,U0428,2023-02-27,45.78,Bills
T02876,U0336,2023-10-29,9.77,Shopping
T02877,U0336,2023-01-31,18.1,Food
T02878,U0368,2023-09-06,20.53,Bills
T02879,U0224,2023-04-03,41.95,Transport
T02880,U0351,2023-09-22,89.07,Bills
T02881,U0327,2023-09-28,134.78,Shopping
T02882,U0146,2023-04-04,69.33,Transport
T02883,U0062,2023-06-03,92.56,Food
T02884,U0293,2023-10-12,31.75,Food
T02885,U0322,2023-03-21,24.7,Bills
T02886,U0442,2023-10-19,24.94,Transport
T02887,U0324,2023-03-25,47.86,Transport
T02888,U0012,2023-12-31,6.63,Bills
T02889,U0430,2023-02-06,43.31,Bills
T02890,U0493,2023-12-08,54.7,Topup
T02891,U0188,2023-11-23,28.89,Topup
T02892,U0286,2023-08-20,153.06,Bills
T02893,U0207,2023-04-03,46.85,Shopping
T02894,U0113,2023-12-02,12.42,Topup
T02895,U0479,2023-04-12,32.62,Bills
T02896,U0021,2023-06-15,56.26,Transport
T02897,U0348,2023-06-08,19.55,Topup
T02898,U0213,2023-01-14,4.15,Shopping
T02899,U0170,2023-08-13,43.79,Food
T02900,U0322,2023-03-14,147.7,Transport
T02901,U0053,2023-09-06,33.19,Shopping
T02902,U0393,2023-04-01,118.28,Shopping
T02903,U0297,2023-08-04,90.1,Shopping
T02904,U0319,2023-03-31,7.97,Transport
T02905,U0125,2023-01-29,61.58,Shopping
T02906,U0276,2023-11-01,28.59,Food
T02907,U0463,2023-08-08,14.4,Topup
T02908,U0203,2023-11-24,58.07,Transport
T02909,U0193,2023-08-03,67.87,Shopping
T02910,U0168,2023-08-09,9.92,Bills
T02911,U0151,2023-02-11,122.93,Topup
T02912,U0034,2023-05-15,69.54,Transport
T02913,U0183,2023-02-11,135.43,Bills
T02914,U0285,2023-06-13,19.07,Bills
T02915,U0056,2023-12-27,140.12,Shopping
T02916,U0221,2023-10-10,22.98,Transport
T02917,U0302,2023-02-27,2.77,Shopping
T02918,U0162,2023-10-29,71.98,Food
T02919,U0018,2023-11-18,60.79,Bills
T02920,U0369,2023-01-25,45.55,Food
T02921,U0263,2023-03-14,33.66,Shopping
T02922,U0281,2023-05-09,1.63,Topup
T02923,U0112,2023-03-28,48.99,Bills
T02924,U0487,2023-11-26,26.96,Topup
T02925,U0326,2023-06-02,41.07,Transport
T02926,U0029,2023-07-01,28.05,Bills
T02927,U0134,2023-05-05,169.15,Food
T02928,U0066,2023-03-08,46.33,Topup
T02929,U0064,2023-01-06,69.16,Transport
T02930,U0291,2023-05-05,137.72,Bills
T02931,U0024,2023-11-10,44.78,Transport
T02932,U0036,2023-11-22,0.61,Food
T02933,U0000,2023-02-22,1.74,Bills
T02934,U0398,2023-03-07,60.59,Transport
T02935,U0036,2023-11-10,16.36,Shopping
T02936,U0140,2023-03-23,43.3,Bills
T02937,U0231,2023-03-28,11.3,Bills
T02938,U0135,2023-01-02,15.75,Bills
T02939,U0388,2023-07-23,35.12,Bills
T02940,U0187,2023-05-30,185.6,Shopping
T02941,U0127,2023-10-20,47.89,Food
T02942,U0200,2023-04-13,137.56,Shopping
T02943,U0126,2023-01-24,160.17,Shopping
T02944,U0256,2023-07-31,11.67,Transport
T02945,U0163,2023-03-06,18.64,Topup
T02946,U0034,2023-07-28,73.48,Topup
T02947,U0193,2023-09-08,100.78,Transport
T02948,U0190,2023-04-27,36.62,Shopping
T02949,U0103,2023-04-26,249.73,Transport
T02950,U0022,2023-08-25,0.58,Bills
T02951,U0264,2023-04-15,17.8,Transport
T02952,U0289,2023-09-16,48.8,Transport
T02953,U0429,2023-02-15,31.68,Bills
T02954,U0461,2023-11-07,6.2,Topup
T02955,U0383,2023-11-27,22.93,Bills
T02956,U0259,2023-08-04,1.29,Food
T02957,U0413,2023-10-28,51.47,Transport
T02958,U0478,2023-11-29,111.63,Transport
T02959,U0357,2023-01-24,108.09,Topup
T02960,U0074,2023-02-04,60.12,Shopping
T02961,U0354,2023-01-24,31.35,Bills
T02962,U0071,2023-01-28,35.88,Shopping
T02963,U0258,2023-01-16,7.36,Food
T02964,U0397,2023-02-28,20.85,Bills
T02965,U0187,2023-08-31,10.4,Food
T02966,U0460,2023-07-26,86.07,Food
T02967,U0172,2023-09-28,123.11,Food
T02968,U0479,2023-09-06,38.49,Bills
T02969,U0289,2023-09-24,65.05,Bills
T02970,U0044,2023-07-12,6.47,Topup
T02971,U0060,2023-12-01,46.89,Transport
T02972,U0082,2023-08-06,60.67,Shopping
T02973,U0122,2023-04-25,30.14,Shopping
T02974,U0357,2023-03-09,13.94,Food
T02975,U0015,2023-10-26,104.93,Bills
T02976,U0065,2023-11-21,67.92,Bills
T02977,U0423,2023-03-16,115.06,Food
T02978,U0144,2023-04-13,85.3,Transport
T02979,U0374,2023-10-24,232.17,Shopping
T02980,U0161,2023-06-27,10.67,Topup
T02981,U0233,2023-08-03,4.54,Transport
T02982,U0379,2023-11-11,20.55,Bills
T02983,U0143,2023-02-08,6.91,Food
T02984,U0357,2023-09-16,37.03,Shopping
T02985,U0187,2023-07-23,50.12,Food
T02986,U0321,2023-01-07,43.17,Bills
T02987,U0449,2023-02-18,15.0,Food
T02988,U0473,2023-01-26,119.75,Shopping
T02989,U0012,2023-06-10,1.07,Food
T02990,U0183,2023-12-23,21.39,Shopping
T02991,U0110,2023-06-25,63.47,Food
T02992,U0414,2023-03-20,72.82,Food
T02993,U0289,2023-01-02,26.9,Shopping
T02994,U0294,2023-05-12,0.85,Food
T02995,U0450,2023-10-03,48.12,Transport
T02996,U0391,2023-04-27,3.26,Topup
T02997,U0214,2023-06-13,5.71,Transport
T02998,U0461,2023-10-15,52.53,Topup
T02999,U0119,2023-01-28,18.73,Transport
T03000,U0381,2023-11-29,21.39,Topup
T03001,U0054,2023-01-01,33.36,Food
T03002,U0026,2023-07-07,192.17,Shopping
T03003,U0117,2023-02-25,168.26,Shopping
T03004,U0220,2023-02-04,26.92,Bills
T03005,U0230,2023-04-22,15.43,Topup
T03006,U0052,2023-10-13,18.02,Bills
T03007,U0294,2023-11-06,15.65,Bills
T03008,U0320,2023-02-05,37.99,Topup
T03009,U0400,2023-08-05,46.68,Shopping
T03010,U0232,2023-03-21,33.55,Topup
T03011,U0157,2023-11-10,26.21,Food
T03012,U0436,2023-03-24,11.87,Bills
T03013,U0268,2023-03-06,32.94,Bills
T03014,U0020,2023-11-21,20.86,Topup
T03015,U0402,2023-05-08,39.0,Bills
T03016,U0052,2023-11-03,56.23,Shopping
T03017,U0274,2023-01-22,50.16,Bills
T03018,U0312,2023-08-04,31.04,Topup
T03019,U0280,2023-04-17,40.6,Shopping
T03020,U0213,2023-04-19,16.76,Shopping
T03021,U0030,2023-12-23,1.23,Bills
T03022,U0336,2023-06-30,49.04,Topup
T03023,U0182,2023-12-22,14.56,Bills
T03024,U0022,2023-06-13,55.27,Food
T03025,U0031,2023-03-09,68.72,Food
T03026,U0445,2023-10-19,123.8,Shopping
T03027,U0073,2023-06-29,158.65,Bills
T03028,U0009,2023-06-30,0.53,Food
T03029,U0483,2023-06-18,232.17,Transport
T03030,U0455,2023-01-22,57.45,Food
T03031,U0053,2023-03-07,51.57,Bills
T03032,U0051,2023-01-21,0.77,Bills
T03033,U0147,2023-04-10,98.75,Food
T03034,U0159,2023-10-27,7.86,Bills
T03035,U0369,2023-04-13,90.8,Bills
T03036,U0013,2023-02-16,0.78,Transport
T03037,U0177,2023-02-08,51.92,Shopping
T03038,U0411,2023-10-12,28.53,Bills
T03039,U0365,2023-11-06,11.21,Topup
T03040,U0499,2023-03-31,5.69,Shopping
T03041,U0052,2023-03-26,29.0,Shopping
T03042,U0407,2023-09-30,6.58,Topup
T03043,U0334,2023-12-02,33.32,Food
T03044,U0021,2023-07-07,49.07,Transport
T03045,U0029,2023-06-08,87.83,Bills
T03046,U0190,2023-08-31,56.76,Food
T03047,U0259,2023-03-14,3.37,Topup
T03048,U0204,2023-02-18,18.37,Transport
T03049,U0058,2023-04-11,16.98,Transport
T03050,U0470,2023-01-02,123.27,Transport
T03051,U0263,2023-09-01,101.17,Topup
T03052,U0465,2023-06-25,23.11,Food
T03053,U0011,2023-08-26,3.69,Bills
T03054,U0118,2023-02-28,112.27,Transport
T03055,U0414,2023-12-19,109.55,Transport
T03056,U0461,2023-04-09,96.46,Food
T03057,U0289,2023-12-25,93.24,Transport
T03058,U0337,2023-01-02,32.72,Transport
T03059,U0247,2023-08-31,9.77,Topup
T03060,U0353,2023-10-24,32.46,Shopping
T03061,U0126,2023-07-30,34.12,Food
T03062,U0074,2023-05-03,33.66,Food
T03063,U0360,2023-08-17,38.69,Food
T03064,U0203,2023-03-23,14.9,Topup
T03065,U0048,2023-05-24,22.8,Topup
T03066,U0078,2023-05-20,28.47,Bills
T03067,U0440,2023-01-29,7.03,Topup
T03068,U0478,2023-09-27,30.38,Food
T03069,U0240,2023-09-04,83.16,Bills
T03070,U0348,2023-01-12,88.03,Shopping
T03071,U0153,2023-12-21,26.51,Transport
T03072,U0273,2023-12-03,36.57,Transport
T03073,U0095,2023-04-16,1.71,Bills
T03074,U0213,2023-02-01,56.11,Shopping
T03075,U0293,2023-03-15,25.93,Transport
T03076,U0208,2023-06-20,29.48,Bills
T03077,U0342,2023-12-03,103.44,Topup
T03078,U0087,2023-03-10,30.98,Food
T03079,U0305,2023-10-28,1.07,Shopping
T03080,U0263,2023-12-28,12.91,Transport
T03081,U0424,2023-05-17,32.28,Food
T03082,U0389,2023-04-10,27.62,Bills
T03083,U0324,2023-05-26,98.44,Transport
T03084,U0427,2023-01-09,39.06,Food
T03085,U0376,2023-03-03,58.5,Topup
T03086,U0319,2023-07-04,31.68,Shopping
T03087,U0156,2023-01-29,28.96,Bills
T03088,U0155,2023-04-24,29.56,Transport
T03089,U0138,2023-05-23,26.46,Topup
T03090,U0120,2023-04-30,38.67,Shopping
T03091,U0064,2023-06-19,14.41,Shopping
T03092,U0106,2023-06-06,110.85,Topup
T03093,U0146,2023-12-01,20.25,Transport
T03094,U0136,2023-12-15,7.98,Shopping
T03095,U0410,2023-09-17,5.08,Bills
T03096,U0161,2023-03-23,0.68,Food
T03097,U0427,2023-08-30,27.48,Bills
T03098,U0451,2023-06-21,10.39,Shopping
T03099,U0099,2023-08-19,1.09,Food
T03100,U0337,2023-07-27,36.7,Topup
T03101,U0398,2023-03-16,56.97,Food
T03102,U0306,2023-09-27,4.48,Food
T03103,U0140,2023-04-24,30.89,Food
T03104,U0082,2023-03-03,68.06,Shopping
T03105,U0176,2023-12-28,212.75,Transport
T03106,U0197,2023-11-16,55.01,Shopping
T03107,U0111,2023-04-12,14.04,Transport
T03108,U0055,2023-12-28,63.04,Topup
T03109,U0459,2023-07-29,45.56,Topup
T03110,U0178,2023-09-12,11.9,Topup
T03111,U0420,2023-01-20,95.23,Topup
T03112,U0400,2023-02-27,27.88,Topup
T03113,U0185,2023-04-22,163.48,Bills
T03114,U0470,2023-11-09,64.17,Shopping
T03115,U0217,2023-07-15,51.72,Transport
T03116,U0412,2023-12-19,65.16,Topup
T03117,U0416,2023-04-02,32.51,Bills
T03118,U0315,2023-02-21,35.18,Bills
T03119,U0474,2023-10-20,95.26,Bills
T03120,U0216,2023-01-08,57.12,Shopping
T03121,U0119,2023-10-27,113.77,Topup
T03122,U0438,2023-04-08,110.74,Bills
T03123,U0393,2023-08-24,187.52,Bills
T03124,U0174,2023-03-10,60.23,Topup
T03125,U0022,2023-02-14,34.89,Shopping
T03126,U0212,2023-05-17,9.09,Bills
